CODE, DESCRIPTION ,Brand,MODEL,CATEGORY,SUB_CATAGORY,START_YEAR,END_YEAR,OEM,PCS,NW,GW,M3,PRICE,MODE_SERIES,FRONT_BACK,LOCATION,REVIEWS,YEARS_ACCEPTED,IMAGE_NAME,unique_id
FDMD041 LA,DECORATIVE FOR MIRROR LH,Ford,FOCUS,Mirrors and Windows,Mirrors,2005,2010,4M51A16004-AD,1,15.75072224,22.13757311,1.9093996,84.35,4.0,Front,Left,"[{""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}]","[2005, 2006, 2007, 2008, 2009, 2010]",,53
FDMD041 RA,DECORATIVE FOR MIRROR RH,Ford,FOCUS,Mirrors and Windows,Mirrors,2005,2010,4M51A16003-AD,1,8.639234223,5.307154781,0.708528635,182.9,4.0,Front,Right Side,"[{""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}, {""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}]","[2005, 2006, 2007, 2008, 2009, 2010]",,54
FDMR041 LB,DOOR MIRROR LH ELECTRIC,Ford,FOCUS,Mirrors and Windows,Door Mirror,2005,2006,4M51-17683-CH,1,9.347228331,0.787153437,1.199716295,121.35,4.0,Front,Right Side,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}, {""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}]","[2005, 2006]",,55
FDMR041 RB,DOOR MIRROR RH ELECTRIC,Ford,FOCUS,Mirrors and Windows,Door Mirror,2005,2006,4M51-17682-CH,1,6.136895557,3.871259612,0.262261221,68.49,4.0,Front,Right Side,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}]","[2005, 2006]",,56
FDPF041 LB,FRONT BUMPER STRIP LH 2000 CC,Ford,FOCUS,Bumpers and Grilles,Bumper Panel Flare,2005,2006,5M59-17E909-AA,1,15.10313485,6.032796016,0.643616238,67.38,4.0,Front,Left,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}]","[2005, 2006]",,57
FDPF041 RB,FRONT BUMPER STRIP RH 2000 CC,Ford,FOCUS,Bumpers and Grilles,Bumper Panel Flare,2005,2006,5M59-17E908-AA,1,12.94948414,26.3642544,0.982668024,68.13,4.0,Front,Right Side,"[{""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}]","[2005, 2006]",,58
FDR041 NA,RADIATOR SUPPORT,Ford,FOCUS,Engine and Mechanical Parts,Radiator Support,2005,2006,4M51-8B041,1,7.128516693,8.412174023,0.036919859,129.08,4.0,Front,Single Part,"[{""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}]","[2005, 2006]",FORD_RANGER_2011-2013_RADIATOR_SUPPORT.jpeg,59
FDW041 NA,WIPER PANEL (RHD.) RHD.,Ford,FOCUS,Accessories and Ornamental,Wiper Panel,2005,2006,4M51-R22404-XWAA,1,0.017975538,22.6008713,1.143259621,107.99,4.0,Front,Single Part,"[{""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]","[2005, 2006]",,60
IZG055 BA,GRILLE BASE INNER BK 4WD,Isuzu,D-MAX,Bumpers and Grilles,Grille,2012,2016,8-98193-871-0,1,1.117192893,3.867797944,0.071694304,83.85,5.0,Front,Unknown,"[{""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}, {""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}]","[2012, 2013, 2014, 2015, 2016]",,61
IZG055 SB,GRILLE BASE INNER BK WITH BK MOULDING 4 WD,Isuzu,D-MAX,Bumpers and Grilles,Grille,2012,2016,8-98193-871-0(B)/870-0(GM),1,1.938727685,3.855983381,0.08380973,79.62,5.0,Front,Set,"[{""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]","[2012, 2013, 2014, 2015, 2016]",,62
IZG055 SA,GRILLE BASE INNER BK WITH CP MOULDING 4WD,Isuzu,D-MAX,Bumpers and Grilles,Grille,2012,2016,IZG055 SA,5,6.734116495,7.685495053,0.172921501,106.08,5.0,Front,Set,"[{""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}]","[2012, 2013, 2014, 2015, 2016]",,63
UH77-51-07X,CORNER LAMP LH,Ford,RANGER,Exterior Lighting and Signals,Corner Lamp,1999,2002,UH77-51-07X,1,0.1929787,0.431011768,0.008621077,131.79,,Front,Left Side,"[{""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}, {""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}]","[1999, 2000, 2001, 2002]",,64
UH77-51-06X,CORNER LAMP RH,Ford,RANGER,Exterior Lighting and Signals,Corner Lamp,1999,2002,UH77-51-06X,1,0.253923369,0.42722134,0.009150578,148.89,,Front,Right Side,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]","[1999, 2000, 2001, 2002]",,65
UH72-69-180B,MIRROR LH ELEC,Ford,RANGER,Mirrors and Windows,Room Mirror,1999,2003,UH72-69-180B,1,2.551439592,4.327409915,0.033761274,21.19,,Front,Left Side,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]","[1999, 2000, 2001, 2002, 2003]",,66
UH72-69-120B,MIRROR RH ELEC,Ford,RANGER,Mirrors and Windows,Door Mirror,1999,2003,UH72-69-120B,1,1.13069916,1.425990535,0.014371541,163.96,,Front,Right Side,"[{""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}, {""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]","[1999, 2000, 2001, 2002, 2003]",,67
UH78-51-881,MUDFLAP LH RR,Ford,RANGER,Accessories and Ornamental,Mud Guard,1999,2002,UH78-51-881,1,0.336045241,0.353899626,0.00912027,144.96,,Back,Left Side,"[{""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}]","[1999, 2000, 2001, 2002]",,68
UH78-51-871,MUDFLAP RH RR,Ford,RANGER,Accessories and Ornamental,Mud Guard,1999,2002,UH78-51-871,1,0.282128456,0.335825591,0.008768539,50.52,,Back,Right Side,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}]","[1999, 2000, 2001, 2002]",,69
WL85-15-200B,RADIATOR,Ford,RANGER,Engine and Mechanical Parts,Radiator Support,2002,2009,WL85-15-200B,1,3.313332252,4.06575504,0.059170023,259.75,,Front,Single Part,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}]","[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009]",,70
UC9N-73-511,REAR DOOR GLASS LH,Ford,RANGER,Bumpers and Grilles,Bumper Finisher,2013,2013,UC9N-73-511,1,2.866943561,4.003462754,0.068176075,78.81,,Back,Single Part,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}, {""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}]",[2013],,71
UC9R-63-930E,REAR WINDSCREEN,Ford,RANGER,Mirrors and Windows,Windscreen Weather Strip,2013,2013,UC9R-63-930E,1,0.811818165,1.832945246,0.759635525,49.82,,Back,Single Part,"[{""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}, {""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]",[2013],,72
UAX029 FD,UPPER ARM AXLE R/L,Ford,RANGER,Bumpers and Grilles,Bumper,1997,1999,MB109512,1,2.156982493,3.239437305,0.011479301,221.17,2.0,Front,Upper / L : Lower,"[{""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}]","[1997, 1998, 1999]",,73
UH78-51-841A/B,MUDFLAT RH FR,Ford,RANGER,Accessories and Ornamental,Mud Guard,1999,2002,UH78-51-841A,1,0.34498885,0.299291334,0.010293415,126.66,,Back,Right Side,"[{""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}]","[1999, 2000, 2001, 2002]",,74
IZG029 NA,GRLLE CP/BK CP/BK,Isuzu,TFR,Bumpers and Grilles,Grille,1999,1999,8-97177-946-4,1,9.349270277,11.95524145,0.083338603,162.34,2.0,Front,Single Part,"[{""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}]",[1999],,75
IZG029 NB,GRILLE GYM GYM,Isuzu,TFR,Bumpers and Grilles,Grille,1999,1999,8-97177-216-4,5,8.77023825,12.56036398,0.242036262,129.75,2.0,Front,Single Part,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}]",[1999],,76
FDBP043 NA,BACK SPOILER,Ford,FOCUS,Accessories and Ornamental,Spoiler,2005,2006,5M51-A44210-AK,1,21.77688055,22.22526631,1.383005065,124.01,4.0,Front,Single Part,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]","[2005, 2006]",,77
FDB044 NA,REAR BUMPER ASS'Y,Ford,FOCUS,Bumpers and Grilles,Bumper,2005,2006,GGCQ-F5TTK-MF,1,6.418911425,1.295053394,1.874681534,433.54,4.0,Rear,Single Part,"[{""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]","[2005, 2006]",,78
